,name,cost,address,org_name
994,Парацетамол таб 500мг №20 (Медисорб (Пермь)),"24,20",Красноярск Советский Николаева 9,Аптека «Аптека  на Николаева»
995,Парацетамол р-р 25мгмл 100мл (Розлек),"62,00",Красноярск Советский Николаева 9,Аптека «Аптека  на Николаева»
996,Парацетамол таб №12 шип Обновление (Обновление ЗАО ПФК),"140,00",Красноярск Советский Николаева 9,Аптека «Аптека  на Николаева»
997,Парацетамол Велфарм тб 500 мг N 20,"69,60",Красноярск Центральный Сурикова 45,Аптека «Аптека от склада»
998,Парацетамол детский суппозитории ректальные 250мг N 10,"74,50",Красноярск Центральный Сурикова 45,Аптека «Аптека от склада»
999,Парацетамол сусп 120 мг5 мл 100 г клубничная N 1,"77,30",Красноярск Центральный Сурикова 45,Аптека «Аптека от склада»
1000,Парацетамол Озон тб 500мг N20,"81,50",Красноярск Центральный Сурикова 45,Аптека «Аптека от склада»
1001,Парацетамол 500 мг №20 таб,"25,00",Красноярск Центральный Ады Лебедевой  20,Аптека «Аптека Омнифарм»
1002,Парацетамол Б. Браун раствор динфуз. 10 мгмл 100 мл №10 фл,"748,00",Красноярск Центральный Ады Лебедевой  20,Аптека «Аптека Омнифарм»
1003,Парацетамол Б. Браун раствор динфуз. 10 мгмл 100 мл №10 фл,"748,00",Красноярск Центральный Ады Лебедевой  20,Аптека «Аптека Омнифарм»
1004,Парацетамол таб.шип. 500мг №12,"141,00",Красноярск Свердловский Матросова 8,Аптека «Аптека Здравсити (Живика)»
1005,"Парацетамол сусп. для детей 120мг5мл 2,4 апельсин 200мл","148,00",Красноярск Свердловский Матросова 8,Аптека «Аптека Здравсити (Живика)»
1006,Парацетамол таб.шип. 500мг №12,"141,00",Красноярск Советский Авиаторов 38,Аптека «Аптека Здравсити (Живика)»
1007,"Парацетамол сусп. для детей 120мг5мл 2,4 апельсин 200мл","148,00",Красноярск Советский Авиаторов 38,Аптека «Аптека Здравсити (Живика)»
1008,Парацетамол таб.шип. 500мг №12,"143,00",Красноярск Советский Воронова 29,Аптека «Аптека Здравсити (Живика)»
1009,"Парацетамол сусп. для детей 120мг5мл 2,4 апельсин 200мл","148,00",Красноярск Советский Воронова 29,Аптека «Аптека Здравсити (Живика)»
1010,Парацетамол таб.шип. 500мг №12,"143,00",Красноярск Кировский Щорса 46,Аптека «Аптека Здравсити (Живика)»
1011,"Парацетамол сусп. для детей 120мг5мл 2,4 апельсин 200мл","148,00",Красноярск Кировский Щорса 46,Аптека «Аптека Здравсити (Живика)»
1012,Парацетамол р-р дприема внутрь 25мг1мл. фл. 100 мл. (Розлекс Фарм ООО),"63,00",Красноярск Советский 9 Мая 46,Аптека «Нейрон»
1013,Парацетамол Реневал табл. 500мг. №20 (Обновление ПФК ЗАО),"81,00",Красноярск Советский 9 Мая 46,Аптека «Нейрон»
1014,Парацетамол табл. 500мг. №10 (Фармстандарт-Лексредства ОАО),"11,00",Красноярск Свердловский 60 лет Октября 62,Аптека «Нейрон»
1015,Парацетамол р-р дприема внутрь 25мг1мл. фл. 100 мл. (Розлекс Фарм ООО),"63,00",Красноярск Свердловский 60 лет Октября 62,Аптека «Нейрон»
1016,Парацетамол Реневал табл. 500мг. №20 (Обновление ПФК ЗАО),"80,00",Красноярск Свердловский 60 лет Октября 62,Аптека «Нейрон»
1017,Парацетамол детский сусп. дприема внутрь 120мг5мл. фл. 100г (Кировская Фарм. Фабрика ОАО),"90,00",Красноярск Свердловский 60 лет Октября 62,Аптека «Нейрон»
1018,Парацетамол таб.шип. 500мг №12,"141,00",Красноярск Ленинский Крас. раб. 43,Аптека «Аптека Здравсити (Живика)»
1019,"Парацетамол сусп. для детей 120мг5мл 2,4 апельсин 200мл","148,00",Красноярск Ленинский Крас. раб. 43,Аптека «Аптека Здравсити (Живика)»
1020,ПАРАЦЕТАМОЛ 500МГ. №10 ТАБ. ФАРМСТАНДАРТ,"11,00",Красноярск Железнодорожный Железнодорожников 8,Аптека «Аптека Эконом»
1021,ПАРАЦЕТАМОЛ 500МГ. №10 ТАБ. ТАТХИМФАРМ,"11,50",Красноярск Железнодорожный Железнодорожников 8,Аптека «Аптека Эконом»
1022,ПАРАЦЕТАМОЛ 500МГ. №20 ТАБ. ФАРМСТАНДАРТ,"27,00",Красноярск Железнодорожный Железнодорожников 8,Аптека «Аптека Эконом»
1023,ПАРАЦЕТАМОЛ 500МГ. №20 ТАБ. УСОЛЬЕ-СИБИРСКИЙ ХФК,"35,50",Красноярск Железнодорожный Железнодорожников 8,Аптека «Аптека Эконом»
1024,ПАРАЦЕТАМОЛ 500МГ. №10 ТАБ. АТОЛЛОЗОН,"36,50",Красноярск Железнодорожный Железнодорожников 8,Аптека «Аптека Эконом»
1025,ПАРАЦЕТАМОЛ-АЛЬТФАРМ 250МГ. №10 СУПП.РЕКТ. АЛЬТФАРМ,"55,00",Красноярск Железнодорожный Железнодорожников 8,Аптека «Аптека Эконом»
1026,ПАРАЦЕТАМОЛ 500МГ. №20 ТАБ. АТОЛЛОЗОН,"66,00",Красноярск Железнодорожный Железнодорожников 8,Аптека «Аптека Эконом»
1027,ПАРАЦЕТАМОЛ 500МГ. №20 ТАБ. ОБНОВЛЕНИЕ,"73,00",Красноярск Железнодорожный Железнодорожников 8,Аптека «Аптека Эконом»
1028,"ПАРАЦЕТАМОЛ-АКОС 2,4 120МГ5МЛ. 100МЛ. СУСП. ФЛ. (СИРОП) СИНТЕЗ","75,00",Красноярск Железнодорожный Железнодорожников 8,Аптека «Аптека Эконом»
1029,ПАРАЦЕТАМОЛ ДЕТСКИЙ 120МГ5МЛ. 100МЛ. СУСП. ФЛ.+МЕРНАЯ ЛОЖКА КИРОВСКАЯ ФФ,"82,00",Красноярск Железнодорожный Железнодорожников 8,Аптека «Аптека Эконом»
1030,ПАРАЦЕТАМОЛ-ЭКО 125МГ5МЛ. 100МЛ. СУСП. ДПРИЕМА ВНУТРЬ ФЛ. ЭКОЛАБ,"83,00",Красноярск Железнодорожный Железнодорожников 8,Аптека «Аптека Эконом»
1031,ПАРАЦЕТАМОЛ ДЕТСКИЙ 120МГ5МЛ. 100Г. СУСП. КЛУБНИКА ФЛ. ФАРМСТАНДАРТ,"95,00",Красноярск Железнодорожный Железнодорожников 8,Аптека «Аптека Эконом»
1032,ПАРАЦЕТАМОЛ ЭКСТРАТАБ 500МГ.+150МГ. №20 ТАБ.,"107,00",Красноярск Железнодорожный Железнодорожников 8,Аптека «Аптека Эконом»
1033,ПАРАЦЕТАМОЛ 500МГ. №12 ТАБ.ШИП. ТУБА ОБНОВЛЕНИЕ,"138,00",Красноярск Железнодорожный Железнодорожников 8,Аптека «Аптека Эконом»
1034,ПАРАЦЕТАМОЛ ДЕТСКИЙ 120МГ5МЛ. 200Г. СУСП. АПЕЛЬСИН ФЛ. ФАРМСТАНДАРТ,"139,00",Красноярск Железнодорожный Железнодорожников 8,Аптека «Аптека Эконом»
1035,ПАРАЦЕТАМОЛ 500МГ. №10 ТАБ. ФАРМСТАНДАРТ,"11,00",Красноярск Свердловский Парашютная 74а,Аптека «Аптека Эконом»
1036,ПАРАЦЕТАМОЛ 500МГ. №10 ТАБ. ТАТХИМФАРМ,"11,50",Красноярск Свердловский Парашютная 74а,Аптека «Аптека Эконом»
1037,ПАРАЦЕТАМОЛ 200МГ. №10 ТАБ. БЛИСТЕР ИРБИТСКИЙ,"17,00",Красноярск Свердловский Парашютная 74а,Аптека «Аптека Эконом»
1038,ПАРАЦЕТАМОЛ 500МГ. №20 ТАБ. ФАРМСТАНДАРТ,"28,00",Красноярск Свердловский Парашютная 74а,Аптека «Аптека Эконом»
1039,ПАРАЦЕТАМОЛ 500МГ. №10 ТАБ. АТОЛЛОЗОН,"36,50",Красноярск Свердловский Парашютная 74а,Аптека «Аптека Эконом»
1040,ПАРАЦЕТАМОЛ 25МГМЛ. 100МЛ. Р-Р ДПРИЕМА ВНУТРЬ ФЛ. РОЗЛЕКС,"56,00",Красноярск Свердловский Парашютная 74а,Аптека «Аптека Эконом»
1041,ПАРАЦЕТАМОЛ 500МГ. №20 ТАБ. АТОЛЛОЗОН,"64,00",Красноярск Свердловский Парашютная 74а,Аптека «Аптека Эконом»
1042,ПАРАЦЕТАМОЛ 500МГ. №20 ТАБ. ОБНОВЛЕНИЕ,"70,00",Красноярск Свердловский Парашютная 74а,Аптека «Аптека Эконом»
1043,"ПАРАЦЕТАМОЛ-АКОС 2,4 120МГ5МЛ. 100МЛ. СУСП. ФЛ. (СИРОП) СИНТЕЗ","75,00",Красноярск Свердловский Парашютная 74а,Аптека «Аптека Эконом»
1044,ПАРАЦЕТАМОЛ-ЭКО 125МГ5МЛ. 100МЛ. СУСП. ДПРИЕМА ВНУТРЬ ФЛ. ЭКОЛАБ,"82,00",Красноярск Свердловский Парашютная 74а,Аптека «Аптека Эконом»
1045,ПАРАЦЕТАМОЛ ДЕТСКИЙ 120МГ5МЛ. 100МЛ. СУСП. ФЛ.+МЕРНАЯ ЛОЖКА КИРОВСКАЯ ФФ,"87,00",Красноярск Свердловский Парашютная 74а,Аптека «Аптека Эконом»
1046,ПАРАЦЕТАМОЛ ДЕТСКИЙ 120МГ5МЛ. 100Г. СУСП. КЛУБНИКА ФЛ. ФАРМСТАНДАРТ,"96,00",Красноярск Свердловский Парашютная 74а,Аптека «Аптека Эконом»
1047,ПАРАЦЕТАМОЛ 500МГ. №12 ТАБ.ШИП. ТУБА ОБНОВЛЕНИЕ,"116,00",Красноярск Свердловский Парашютная 74а,Аптека «Аптека Эконом»
1048,ПАРАЦЕТАМОЛ ДЕТСКИЙ 120МГ5МЛ. 200Г. СУСП. АПЕЛЬСИН ФЛ. ФАРМСТАНДАРТ,"141,00",Красноярск Свердловский Парашютная 74а,Аптека «Аптека Эконом»
1049,ПАРАЦЕТАМОЛ ЭКСТРАТАБ 500МГ.+150МГ. №20 ТАБ.,"151,00",Красноярск Свердловский Парашютная 74а,Аптека «Аптека Эконом»
1050,ПАРАЦЕТАМОЛ 500МГ. №10 ТАБ. ФАРМСТАНДАРТ,"11,50",Красноярск Советский Воронова 16,Аптека «Аптека Эконом»
1051,ПАРАЦЕТАМОЛ 500МГ. №20 ТАБ. ФАРМСТАНДАРТ,"27,50",Красноярск Советский Воронова 16,Аптека «Аптека Эконом»
1052,ПАРАЦЕТАМОЛ 500МГ. №10 ТАБ. АТОЛЛОЗОН,"33,50",Красноярск Советский Воронова 16,Аптека «Аптека Эконом»
1053,ПАРАЦЕТАМОЛ РЕНЕВАЛ 500МГ. №10 ТАБ. ОБНОВЛЕНИЕ,"39,50",Красноярск Советский Воронова 16,Аптека «Аптека Эконом»
1054,ПАРАЦЕТАМОЛ-АЛЬТФАРМ 100МГ. №10 СУПП.РЕКТ. АЛЬТФАРМ,"46,00",Красноярск Советский Воронова 16,Аптека «Аптека Эконом»
1055,ПАРАЦЕТАМОЛ ВЕЛФАРМ 500МГ. №20 ТАБ. ВЕЛФАРМ,"48,00",Красноярск Советский Воронова 16,Аптека «Аптека Эконом»
1056,ПАРАЦЕТАМОЛ-АЛЬТФАРМ 250МГ. №10 СУПП.РЕКТ. АЛЬТФАРМ,"55,00",Красноярск Советский Воронова 16,Аптека «Аптека Эконом»
1057,ПАРАЦЕТАМОЛ 500МГ. №20 ТАБ. АТОЛЛОЗОН,"71,00",Красноярск Советский Воронова 16,Аптека «Аптека Эконом»
1058,"ПАРАЦЕТАМОЛ-АКОС 2,4 120МГ5МЛ. 100МЛ. СУСП. ФЛ. (СИРОП) СИНТЕЗ","76,00",Красноярск Советский Воронова 16,Аптека «Аптека Эконом»
1059,ПАРАЦЕТАМОЛ 500МГ. №20 ТАБ. ОБНОВЛЕНИЕ,"76,00",Красноярск Советский Воронова 16,Аптека «Аптека Эконом»
1060,ПАРАЦЕТАМОЛ ДЕТСКИЙ 120МГ5МЛ. 100Г. СУСП. КЛУБНИКА ФЛ. ФАРМСТАНДАРТ,"96,00",Красноярск Советский Воронова 16,Аптека «Аптека Эконом»
1061,ПАРАЦЕТАМОЛ ДЕТСКИЙ 120МГ5МЛ. 100МЛ. СУСП. ФЛ.+МЕРНАЯ ЛОЖКА КИРОВСКАЯ ФФ,"102,00",Красноярск Советский Воронова 16,Аптека «Аптека Эконом»
1062,ПАРАЦЕТАМОЛ 500МГ. №12 ТАБ.ШИП. ТУБА ОБНОВЛЕНИЕ,"128,00",Красноярск Советский Воронова 16,Аптека «Аптека Эконом»
1063,ПАРАЦЕТАМОЛ ДЕТСКИЙ 120МГ5МЛ. 200Г. СУСП. АПЕЛЬСИН ФЛ. ФАРМСТАНДАРТ,"153,00",Красноярск Советский Воронова 16,Аптека «Аптека Эконом»
1064,ПАРАЦЕТАМОЛ ЭКСТРАТАБ 500МГ.+150МГ. №20 ТАБ.,"161,00",Красноярск Советский Воронова 16,Аптека «Аптека Эконом»
1065,ПАРАЦЕТАМОЛ 500МГ. №10 ТАБ. ФАРМСТАНДАРТ,"11,00",Красноярск Кировский Павлова 33,Аптека «Аптека Эконом»
1066,ПАРАЦЕТАМОЛ 500МГ. №10 ТАБ. ТАТХИМФАРМ,"11,50",Красноярск Кировский Павлова 33,Аптека «Аптека Эконом»
1067,ПАРАЦЕТАМОЛ МЕДИСОРБ 500МГ. №20 ТАБ. МЕДИСОРБ,"24,50",Красноярск Кировский Павлова 33,Аптека «Аптека Эконом»
1068,ПАРАЦЕТАМОЛ 500МГ. №20 ТАБ. ДАЛЬХИМФАРМ,"25,50",Красноярск Кировский Павлова 33,Аптека «Аптека Эконом»
1069,ПАРАЦЕТАМОЛ 500МГ. №20 ТАБ. ФАРМСТАНДАРТ,"27,00",Красноярск Кировский Павлова 33,Аптека «Аптека Эконом»
1070,ПАРАЦЕТАМОЛ 500МГ. №10 ТАБ. АТОЛЛОЗОН,"33,50",Красноярск Кировский Павлова 33,Аптека «Аптека Эконом»
1071,ПАРАЦЕТАМОЛ ЭКСТРАТАБ 500МГ.+150МГ. №10 ТАБ.,"44,00",Красноярск Кировский Павлова 33,Аптека «Аптека Эконом»
1072,ПАРАЦЕТАМОЛ-АЛЬТФАРМ 100МГ. №10 СУПП.РЕКТ. АЛЬТФАРМ,"49,50",Красноярск Кировский Павлова 33,Аптека «Аптека Эконом»
1073,ПАРАЦЕТАМОЛ ДЕТСКИЙ 250МГ. №10 СУПП. ТУЛЬСКАЯ ФФ,"58,00",Красноярск Кировский Павлова 33,Аптека «Аптека Эконом»
1074,ПАРАЦЕТАМОЛ 500МГ. №20 ТАБ. АТОЛЛОЗОН,"64,00",Красноярск Кировский Павлова 33,Аптека «Аптека Эконом»
1075,ПАРАЦЕТАМОЛ 500МГ. №20 ТАБ. ОБНОВЛЕНИЕ,"70,00",Красноярск Кировский Павлова 33,Аптека «Аптека Эконом»
1076,"ПАРАЦЕТАМОЛ-АКОС 2,4 120МГ5МЛ. 100МЛ. СУСП. ФЛ. (СИРОП) СИНТЕЗ","76,00",Красноярск Кировский Павлова 33,Аптека «Аптека Эконом»
1077,ПАРАЦЕТАМОЛ ДЕТСКИЙ 120МГ5МЛ. 100Г. СУСП. КЛУБНИКА ФЛ. ФАРМСТАНДАРТ,"90,00",Красноярск Кировский Павлова 33,Аптека «Аптека Эконом»
1078,ПАРАЦЕТАМОЛ ДЕТСКИЙ 120МГ5МЛ. 100МЛ. СУСП. ФЛ.+МЕРНАЯ ЛОЖКА КИРОВСКАЯ ФФ,"92,00",Красноярск Кировский Павлова 33,Аптека «Аптека Эконом»
1079,ПАРАЦЕТАМОЛ ЭКСТРАТАБ 500МГ.+150МГ. №20 ТАБ.,"95,00",Красноярск Кировский Павлова 33,Аптека «Аптека Эконом»
1080,ПАРАЦЕТАМОЛ ДЕТСКИЙ 120МГ5МЛ. 200Г. СУСП. АПЕЛЬСИН ФЛ. ФАРМСТАНДАРТ,"138,00",Красноярск Кировский Павлова 33,Аптека «Аптека Эконом»
1081,ПАРАЦЕТАМОЛ 500МГ. №10 ТАБ. ТАТХИМФАРМ,"11,50",Красноярск Свердловский Королева 1а,Аптека «Аптека Эконом»
1082,ПАРАЦЕТАМОЛ 500МГ. №10 ТАБ. ФАРМСТАНДАРТ,"12,50",Красноярск Свердловский Королева 1а,Аптека «Аптека Эконом»
1083,ПАРАЦЕТАМОЛ МЕДИСОРБ 500МГ. №20 ТАБ. МЕДИСОРБ,"24,50",Красноярск Свердловский Королева 1а,Аптека «Аптека Эконом»
1084,ПАРАЦЕТАМОЛ 500МГ. №20 ТАБ. ФАРМСТАНДАРТ,"30,00",Красноярск Свердловский Королева 1а,Аптека «Аптека Эконом»
1085,ПАРАЦЕТАМОЛ 500МГ. №20 ТАБ. АТОЛЛОЗОН,"71,00",Красноярск Свердловский Королева 1а,Аптека «Аптека Эконом»
1086,ПАРАЦЕТАМОЛ 500МГ. №20 ТАБ. ОБНОВЛЕНИЕ,"74,00",Красноярск Свердловский Королева 1а,Аптека «Аптека Эконом»
1087,"ПАРАЦЕТАМОЛ-АКОС 2,4 120МГ5МЛ. 100МЛ. СУСП. ФЛ. (СИРОП) СИНТЕЗ","75,00",Красноярск Свердловский Королева 1а,Аптека «Аптека Эконом»
1088,ПАРАЦЕТАМОЛ ДЕТСКИЙ 120МГ5МЛ. 100Г. СУСП. КЛУБНИКА ФЛ. ФАРМСТАНДАРТ,"92,00",Красноярск Свердловский Королева 1а,Аптека «Аптека Эконом»
1089,ПАРАЦЕТАМОЛ 500МГ. №12 ТАБ.ШИП. ТУБА ОБНОВЛЕНИЕ,"132,00",Красноярск Свердловский Королева 1а,Аптека «Аптека Эконом»
1090,ПАРАЦЕТАМОЛ ДЕТСКИЙ 120МГ5МЛ. 200Г. СУСП. АПЕЛЬСИН ФЛ. ФАРМСТАНДАРТ,"152,00",Красноярск Свердловский Королева 1а,Аптека «Аптека Эконом»
1091,ПАРАЦЕТАМОЛ 500МГ. №10 ТАБ. ФАРМСТАНДАРТ,"11,50",Красноярск Железнодорожный Свободный 36,Аптека «Аптека Эконом»
1092,ПАРАЦЕТАМОЛ 500МГ. №20 ТАБ. ФАРМСТАНДАРТ,"27,00",Красноярск Железнодорожный Свободный 36,Аптека «Аптека Эконом»
1093,ПАРАЦЕТАМОЛ 500МГ. №10 ТАБ. АТОЛЛОЗОН,"36,50",Красноярск Железнодорожный Свободный 36,Аптека «Аптека Эконом»
1094,ПАРАЦЕТАМОЛ ДЕТСКИЙ 250МГ. №10 СУПП. ТУЛЬСКАЯ ФФ,"58,00",Красноярск Железнодорожный Свободный 36,Аптека «Аптека Эконом»
1095,ПАРАЦЕТАМОЛ 500МГ. №20 ТАБ. АТОЛЛОЗОН,"71,00",Красноярск Железнодорожный Свободный 36,Аптека «Аптека Эконом»
1096,"ПАРАЦЕТАМОЛ-АКОС 2,4 120МГ5МЛ. 100МЛ. СУСП. ФЛ. (СИРОП) СИНТЕЗ","75,00",Красноярск Железнодорожный Свободный 36,Аптека «Аптека Эконом»
1097,ПАРАЦЕТАМОЛ 500МГ. №20 ТАБ. ОБНОВЛЕНИЕ,"78,00",Красноярск Железнодорожный Свободный 36,Аптека «Аптека Эконом»
1098,ПАРАЦЕТАМОЛ ДЕТСКИЙ 120МГ5МЛ. 100Г. СУСП. КЛУБНИКА ФЛ. ФАРМСТАНДАРТ,"98,00",Красноярск Железнодорожный Свободный 36,Аптека «Аптека Эконом»
1099,ПАРАЦЕТАМОЛ ЭКСТРАТАБ 500МГ.+150МГ. №20 ТАБ.,"99,00",Красноярск Железнодорожный Свободный 36,Аптека «Аптека Эконом»
1100,ПАРАЦЕТАМОЛ 500МГ. №12 ТАБ.ШИП. ТУБА ОБНОВЛЕНИЕ,"132,00",Красноярск Железнодорожный Свободный 36,Аптека «Аптека Эконом»
1101,ПАРАЦЕТАМОЛ ДЕТСКИЙ 120МГ5МЛ. 200Г. СУСП. АПЕЛЬСИН ФЛ. ФАРМСТАНДАРТ,"154,00",Красноярск Железнодорожный Свободный 36,Аптека «Аптека Эконом»
1102,ПАРАЦЕТАМОЛ 500МГ. №10 ТАБ. ФАРМСТАНДАРТ,"12,50",Красноярск Железнодорожный Калинина 8,Аптека «Аптека Эконом»
1103,ПАРАЦЕТАМОЛ-АЛЬТФАРМ 50МГ. №10 СУПП.РЕКТ. АЛЬТФАРМ,"25,50",Красноярск Железнодорожный Калинина 8,Аптека «Аптека Эконом»
1104,ПАРАЦЕТАМОЛ 500МГ. №20 ТАБ. ФАРМСТАНДАРТ,"27,50",Красноярск Железнодорожный Калинина 8,Аптека «Аптека Эконом»
1105,ПАРАЦЕТАМОЛ 500МГ. №10 ТАБ. АТОЛЛОЗОН,"37,50",Красноярск Железнодорожный Калинина 8,Аптека «Аптека Эконом»
1106,ПАРАЦЕТАМОЛ ВЕЛФАРМ 500МГ. №20 ТАБ. ВЕЛФАРМ,"48,00",Красноярск Железнодорожный Калинина 8,Аптека «Аптека Эконом»
1107,ПАРАЦЕТАМОЛ 500МГ. №20 ТАБ. АТОЛЛОЗОН,"71,00",Красноярск Железнодорожный Калинина 8,Аптека «Аптека Эконом»
1108,"ПАРАЦЕТАМОЛ-АКОС 2,4 120МГ5МЛ. 100МЛ. СУСП. ФЛ. (СИРОП) СИНТЕЗ","75,00",Красноярск Железнодорожный Калинина 8,Аптека «Аптека Эконом»
1109,ПАРАЦЕТАМОЛ 500МГ. №20 ТАБ. ОБНОВЛЕНИЕ,"76,00",Красноярск Железнодорожный Калинина 8,Аптека «Аптека Эконом»
1110,ПАРАЦЕТАМОЛ ДЕТСКИЙ 120МГ5МЛ. 100Г. СУСП. КЛУБНИКА ФЛ. ФАРМСТАНДАРТ,"91,00",Красноярск Железнодорожный Калинина 8,Аптека «Аптека Эконом»
1111,ПАРАЦЕТАМОЛ ДЕТСКИЙ 120МГ5МЛ. 200Г. СУСП. АПЕЛЬСИН ФЛ. ФАРМСТАНДАРТ,"152,00",Красноярск Железнодорожный Калинина 8,Аптека «Аптека Эконом»
1112,ПАРАЦЕТАМОЛ 500МГ. №10 ТАБ. ФАРМСТАНДАРТ,"11,00",Красноярск Советский Ястынская 6,Аптека «Аптека Эконом»
1113,ПАРАЦЕТАМОЛ МЕДИСОРБ 500МГ. №20 ТАБ. МЕДИСОРБ,"23,00",Красноярск Советский Ястынская 6,Аптека «Аптека Эконом»
1114,ПАРАЦЕТАМОЛ 500МГ. №20 ТАБ. ФАРМСТАНДАРТ,"28,00",Красноярск Советский Ястынская 6,Аптека «Аптека Эконом»
1115,ПАРАЦЕТАМОЛ 500МГ. №10 ТАБ. АТОЛЛОЗОН,"35,50",Красноярск Советский Ястынская 6,Аптека «Аптека Эконом»
1116,ПАРАЦЕТАМОЛ-АЛЬТФАРМ 100МГ. №10 СУПП.РЕКТ. АЛЬТФАРМ,"49,00",Красноярск Советский Ястынская 6,Аптека «Аптека Эконом»
1117,ПАРАЦЕТАМОЛ ДЕТСКИЙ 250МГ. №10 СУПП. ТУЛЬСКАЯ ФФ,"58,00",Красноярск Советский Ястынская 6,Аптека «Аптека Эконом»
1118,ПАРАЦЕТАМОЛ 25МГМЛ. 100МЛ. Р-Р ДПРИЕМА ВНУТРЬ ФЛ. РОЗЛЕКС,"64,00",Красноярск Советский Ястынская 6,Аптека «Аптека Эконом»
1119,ПАРАЦЕТАМОЛ 500МГ. №20 ТАБ. АТОЛЛОЗОН,"67,00",Красноярск Советский Ястынская 6,Аптека «Аптека Эконом»
1120,ПАРАЦЕТАМОЛ 500МГ. №20 ТАБ. ОБНОВЛЕНИЕ,"70,00",Красноярск Советский Ястынская 6,Аптека «Аптека Эконом»
1121,"ПАРАЦЕТАМОЛ-АКОС 2,4 120МГ5МЛ. 100МЛ. СУСП. ФЛ. (СИРОП) СИНТЕЗ","76,00",Красноярск Советский Ястынская 6,Аптека «Аптека Эконом»
1122,ПАРАЦЕТАМОЛ ДЕТСКИЙ 120МГ5МЛ. 100Г. СУСП. КЛУБНИКА ФЛ. ФАРМСТАНДАРТ,"90,00",Красноярск Советский Ястынская 6,Аптека «Аптека Эконом»
1123,ПАРАЦЕТАМОЛ ЭКСТРАТАБ 500МГ.+150МГ. №20 ТАБ.,"106,00",Красноярск Советский Ястынская 6,Аптека «Аптека Эконом»
1124,ПАРАЦЕТАМОЛ 500МГ. №12 ТАБ.ШИП. ТУБА ОБНОВЛЕНИЕ,"133,00",Красноярск Советский Ястынская 6,Аптека «Аптека Эконом»
1125,ПАРАЦЕТАМОЛ ДЕТСКИЙ 120МГ5МЛ. 200Г. СУСП. АПЕЛЬСИН ФЛ. ФАРМСТАНДАРТ,"141,00",Красноярск Советский Ястынская 6,Аптека «Аптека Эконом»
1126,ПАРАЦЕТАМОЛ 500МГ. №10 ТАБ. ФАРМСТАНДАРТ,"3,00",Красноярск Советский Молокова 54,Аптека «Аптека Эконом»
1127,ПАРАЦЕТАМОЛ МЕДИСОРБ 500МГ. №20 ТАБ. МЕДИСОРБ,"24,50",Красноярск Советский Молокова 54,Аптека «Аптека Эконом»
1128,ПАРАЦЕТАМОЛ-АЛЬТФАРМ 50МГ. №10 СУПП.РЕКТ. АЛЬТФАРМ,"25,50",Красноярск Советский Молокова 54,Аптека «Аптека Эконом»
1129,ПАРАЦЕТАМОЛ 500МГ. №20 ТАБ. ФАРМСТАНДАРТ,"27,00",Красноярск Советский Молокова 54,Аптека «Аптека Эконом»
1130,ПАРАЦЕТАМОЛ 500МГ. №10 ТАБ. АТОЛЛОЗОН,"36,50",Красноярск Советский Молокова 54,Аптека «Аптека Эконом»
1131,ПАРАЦЕТАМОЛ ЭКСТРАТАБ 500МГ.+150МГ. №10 ТАБ.,"49,00",Красноярск Советский Молокова 54,Аптека «Аптека Эконом»
1132,ПАРАЦЕТАМОЛ 25МГМЛ. 100МЛ. Р-Р ДПРИЕМА ВНУТРЬ ФЛ. РОЗЛЕКС,"56,00",Красноярск Советский Молокова 54,Аптека «Аптека Эконом»
1133,ПАРАЦЕТАМОЛ 500МГ. №20 ТАБ. АТОЛЛОЗОН,"65,00",Красноярск Советский Молокова 54,Аптека «Аптека Эконом»
1134,ПАРАЦЕТАМОЛ 500МГ. №20 ТАБ. ОБНОВЛЕНИЕ,"73,00",Красноярск Советский Молокова 54,Аптека «Аптека Эконом»
1135,"ПАРАЦЕТАМОЛ-АКОС 2,4 120МГ5МЛ. 100МЛ. СУСП. ФЛ. (СИРОП) СИНТЕЗ","75,00",Красноярск Советский Молокова 54,Аптека «Аптека Эконом»
1136,ПАРАЦЕТАМОЛ ДЕТСКИЙ 120МГ5МЛ. 100МЛ. СУСП. ФЛ.+МЕРНАЯ ЛОЖКА КИРОВСКАЯ ФФ,"86,40",Красноярск Советский Молокова 54,Аптека «Аптека Эконом»
1137,ПАРАЦЕТАМОЛ ДЕТСКИЙ 120МГ5МЛ. 100Г. СУСП. КЛУБНИКА ФЛ. ФАРМСТАНДАРТ,"96,00",Красноярск Советский Молокова 54,Аптека «Аптека Эконом»
1138,ПАРАЦЕТАМОЛ ЭКСТРАТАБ 500МГ.+150МГ. №20 ТАБ.,"105,00",Красноярск Советский Молокова 54,Аптека «Аптека Эконом»
1139,ПАРАЦЕТАМОЛ 500МГ. №12 ТАБ.ШИП. ТУБА ОБНОВЛЕНИЕ,"116,00",Красноярск Советский Молокова 54,Аптека «Аптека Эконом»
1140,ПАРАЦЕТАМОЛ ДЕТСКИЙ 120МГ5МЛ. 200Г. СУСП. АПЕЛЬСИН ФЛ. ФАРМСТАНДАРТ,"139,00",Красноярск Советский Молокова 54,Аптека «Аптека Эконом»
1141,ПАРАЦЕТАМОЛ 500МГ. №10 ТАБ. ФАРМСТАНДАРТ,"11,50",Красноярск Октябрьский Свободный 50,Аптека «Аптека Эконом»
